CategoryID,CategoryNumber,CategoryName
11714,2,Product Quality
11715,4,Customer Service
11716,1,Product Quality
11717,3,Product Quality
11718,2,Product Quality
11719,1,Product Quality
11720,1,Product Quality
11721,4,Customer Service
11722,1,Customer Service
11723,3,Customer Service
11724,1,Customer Service
11725,3,User Experience
11726,5,Delivery
11727,1,Delivery
11728,5,User Experience
11729,2,Customer Service
11730,5,Delivery
11731,2,Product Quality
11732,2,Customer Service
11733,4,Product Quality
11734,2,Pricing
11735,1,Delivery
11736,1,Product Quality
11737,4,Customer Service
11738,3,Customer Service
11739,5,Customer Service
11740,5,Product Quality
11741,3,Product Quality
11742,5,Customer Service
11743,1,Product Quality
11744,4,Pricing
11745,3,Customer Service
11746,4,Customer Service
11747,3,Pricing
11748,4,User Experience
11749,1,Pricing
11750,2,Product Quality
11751,5,Product Quality
11752,1,Delivery
11753,2,Customer Service
11754,4,Customer Service
11755,2,User Experience
11756,1,Customer Service
11757,5,Customer Service
11758,4,Product Quality
11759,5,Customer Service
11760,5,Customer Service
11761,4,Product Quality
11762,3,Pricing
11763,1,Delivery
11764,2,Product Quality
11765,4,Pricing
11766,2,User Experience
11767,1,Pricing
11768,1,Product Quality
11769,1,User Experience
11770,3,Pricing
11771,3,Product Quality
11772,2,Pricing
11773,4,Delivery
11774,4,User Experience
11775,4,Delivery
11776,1,User Experience
11777,2,Delivery
11778,1,Customer Service
11779,3,User Experience
11780,4,Customer Service
11781,4,Delivery
11782,3,Product Quality
11783,4,User Experience
11784,1,Customer Service
11785,5,Pricing
11786,2,Delivery
11787,1,Product Quality
11788,2,Customer Service
11789,1,Delivery
11790,1,Pricing
11791,1,Customer Service
11792,2,Product Quality
11793,4,Pricing
11794,3,Customer Service
11795,1,Delivery
11796,2,Product Quality
11797,2,Pricing
11798,3,Pricing
11799,4,Pricing
11800,2,Customer Service
11801,2,Customer Service
11802,5,Pricing
11803,5,User Experience
11804,2,Product Quality
11805,5,Delivery
11806,3,Customer Service
11807,1,Customer Service
11808,2,Delivery
11809,1,Product Quality
11810,1,Product Quality
11811,3,Pricing
11812,5,Product Quality
11813,5,Customer Service
11814,1,Product Quality
11815,1,Product Quality
11816,5,Customer Service
11817,1,User Experience
11818,1,Delivery
11819,2,Product Quality
11820,5,Delivery
11821,5,Delivery
11822,5,User Experience
11823,2,Delivery
11824,1,User Experience
11825,5,Customer Service
11826,4,Pricing
11827,5,Delivery
11828,2,Pricing
11829,5,Product Quality
11830,4,Delivery
11831,3,Product Quality
11832,2,Pricing
11833,3,User Experience
11834,2,User Experience
11835,2,Product Quality
11836,3,Delivery
11837,3,User Experience
11838,1,User Experience
11839,2,Customer Service
11840,1,Pricing
11841,3,Customer Service
11842,5,Product Quality
11843,1,Product Quality
11844,3,Customer Service
11845,5,Delivery
11846,1,Customer Service
11847,4,Delivery
11848,5,Delivery
11849,4,Product Quality
11850,4,User Experience
11851,4,Delivery
11852,2,Product Quality
11853,3,Delivery
11854,3,Product Quality
11855,5,Delivery
11856,4,Delivery
11857,3,Delivery
11858,2,Customer Service
11859,2,Customer Service
11860,4,User Experience
11861,1,Pricing
11862,5,Pricing
11863,3,Delivery
11864,4,Delivery
11865,2,User Experience
11866,5,Pricing
11867,2,Customer Service
11868,5,User Experience
11869,5,User Experience
11870,3,Pricing
11871,2,User Experience
11872,4,Delivery
11873,1,Product Quality
11874,2,Product Quality
11875,4,Pricing
11876,4,Pricing
11877,1,Product Quality
11878,1,Pricing
11879,5,User Experience
11880,5,Delivery
11881,4,User Experience
11882,1,Product Quality
11883,1,User Experience
11884,1,Pricing
11885,1,Pricing
11886,1,User Experience
11887,3,Delivery
11888,3,Customer Service
11889,2,User Experience
11890,4,Delivery
11891,2,Customer Service
11892,5,Delivery
11893,3,Customer Service
11894,3,Delivery
11895,4,Pricing
11896,2,User Experience
11897,2,Customer Service
11898,2,Delivery
11899,3,Pricing
11900,2,Product Quality
11901,4,Customer Service
11902,1,User Experience
11903,2,Product Quality
11904,1,User Experience
11905,4,Pricing
11906,3,Customer Service
11907,2,User Experience
11908,1,Customer Service
11909,3,Pricing
11910,2,Delivery
11911,3,Delivery
11912,1,Product Quality
11913,2,Delivery
11914,2,User Experience
11915,1,Delivery
11916,2,Delivery
11917,1,User Experience
11918,2,Customer Service
11919,5,Delivery
11920,5,Pricing
11921,2,Product Quality
11922,3,Customer Service
11923,2,Pricing
11924,2,Pricing
11925,4,Pricing
11926,1,Customer Service
11927,3,User Experience
11928,1,Pricing
11929,2,User Experience
11930,2,Delivery
11931,5,Pricing
11932,5,Pricing
11933,2,Product Quality
11934,4,Pricing
11935,4,Pricing
11936,1,User Experience
11937,5,Delivery
11938,4,Customer Service
11939,1,User Experience
11940,5,Delivery
11941,4,Pricing
11942,2,Pricing
11943,2,Product Quality
11944,4,User Experience
11945,2,User Experience
11946,3,Pricing
11947,4,Pricing
11948,3,User Experience
11949,1,Pricing
11950,5,Customer Service
11951,4,User Experience
11952,3,Product Quality
11953,1,Delivery
11954,3,User Experience
11955,5,Pricing
11956,5,User Experience
11957,4,Delivery
11958,1,Pricing
11959,2,User Experience
11960,5,Delivery
11961,1,Customer Service
11962,4,User Experience
11963,2,User Experience
11964,4,Delivery
11965,3,Pricing
11966,4,Customer Service
11967,4,User Experience
11968,5,Delivery
11969,1,User Experience
11970,2,Customer Service
11971,4,User Experience
11972,1,Customer Service
11973,1,Delivery
11974,3,Product Quality
11975,4,Customer Service
11976,4,Product Quality
11977,4,User Experience
11978,1,Customer Service
11979,3,Customer Service
11980,1,Customer Service
11981,4,User Experience
11982,2,Pricing
11983,2,Customer Service
11984,3,Delivery
11985,1,Customer Service
11986,3,Product Quality
11987,5,Customer Service
11988,3,Product Quality
11989,4,Product Quality
11990,4,Product Quality
11991,4,Delivery
11992,1,Pricing
11993,5,User Experience
11994,3,Product Quality
11995,4,Delivery
11996,5,Product Quality
11997,4,Customer Service
11998,1,Customer Service
11999,4,Pricing
12000,4,Customer Service
12001,3,Customer Service
12002,3,User Experience
12003,5,Customer Service
12004,3,User Experience
12005,1,Pricing
12006,1,Product Quality
12007,3,User Experience
12008,3,Customer Service
12009,3,User Experience
12010,1,Customer Service
12011,4,Delivery
12012,1,Delivery
12013,1,User Experience
12014,1,Pricing
12015,1,Delivery
12016,5,Product Quality
12017,2,Customer Service
12018,1,User Experience
12019,4,Pricing
12020,5,Customer Service
12021,5,Pricing
12022,3,Pricing
12023,1,Customer Service
12024,4,Product Quality
12025,4,User Experience
12026,1,Delivery
12027,2,Pricing
12028,3,User Experience
12029,3,Product Quality
12030,3,User Experience
12031,2,User Experience
12032,3,Pricing
12033,2,User Experience
12034,1,Pricing
12035,4,Product Quality
12036,3,Product Quality
12037,2,Pricing
12038,4,User Experience
12039,3,Customer Service
12040,5,Customer Service
12041,3,Pricing
12042,3,Product Quality
12043,1,Delivery
12044,2,Customer Service
12045,2,Pricing
12046,5,Customer Service
12047,5,Pricing
12048,1,Customer Service
12049,3,Pricing
12050,2,Delivery
12051,4,Pricing
12052,3,Delivery
12053,4,User Experience
12054,4,User Experience
12055,1,Product Quality
12056,3,Delivery
12057,3,Customer Service
12058,2,Customer Service
12059,2,Customer Service
12060,3,Customer Service
12061,2,Customer Service
12062,4,Pricing
12063,3,Delivery
12064,5,Pricing
12065,1,User Experience
12066,2,Delivery
12067,3,Pricing
12068,1,Customer Service
12069,5,Pricing
12070,4,Customer Service
12071,2,User Experience
12072,4,Product Quality
12073,3,Delivery
12074,5,User Experience
12075,4,Pricing
12076,3,Product Quality
12077,2,Delivery
12078,3,Customer Service
12079,3,User Experience
12080,5,Customer Service
12081,5,Customer Service
12082,3,User Experience
12083,4,Product Quality
12084,4,Delivery
12085,4,Pricing
12086,1,User Experience
12087,2,Product Quality
12088,3,Product Quality
12089,3,Delivery
12090,3,Product Quality
12091,5,User Experience
12092,5,Pricing
12093,1,User Experience
12094,2,Customer Service
12095,5,Product Quality
12096,4,Delivery
12097,5,Pricing
12098,4,Pricing
12099,1,Pricing
12100,2,Product Quality
12101,5,User Experience
12102,1,Product Quality
12103,4,Delivery
12104,3,Pricing
12105,1,User Experience
12106,3,Product Quality
12107,4,Pricing
12108,4,Customer Service
12109,2,Delivery
12110,4,User Experience
12111,4,Customer Service
12112,3,User Experience
12113,3,Product Quality
12114,1,Product Quality
12115,1,User Experience
12116,2,Customer Service
12117,3,User Experience
12118,1,Product Quality
12119,2,Product Quality
12120,3,Product Quality
12121,3,Delivery
12122,3,User Experience
12123,2,Customer Service
12124,3,Delivery
12125,1,User Experience
12126,1,Product Quality
12127,2,Pricing
12128,4,Product Quality
12129,1,Product Quality
12130,4,Product Quality
12131,4,Customer Service
12132,4,Pricing
12133,2,Customer Service
12134,3,User Experience
12135,1,Delivery
12136,2,Pricing
12137,1,Customer Service
12138,4,Customer Service
12139,2,Pricing
12140,3,Product Quality
12141,2,Product Quality
12142,5,User Experience
12143,4,User Experience
12144,2,User Experience
12145,4,User Experience
12146,1,User Experience
12147,4,Product Quality
12148,2,Customer Service
12149,5,Delivery
12150,3,User Experience
12151,5,Product Quality
12152,5,Product Quality
12153,5,Product Quality
12154,4,Pricing
12155,5,Delivery
12156,2,Delivery
12157,4,Product Quality
12158,2,Customer Service
12159,1,Delivery
12160,3,Delivery
12161,5,User Experience
12162,4,Product Quality
12163,1,User Experience
12164,1,Product Quality
12165,1,Product Quality
12166,5,Delivery
12167,2,Product Quality
12168,2,Customer Service
12169,3,Delivery
12170,4,Product Quality
12171,3,Delivery
12172,5,Delivery
12173,2,User Experience
12174,5,User Experience
12175,3,Product Quality
12176,3,Customer Service
12177,4,Pricing
12178,2,Customer Service
12179,1,Pricing
12180,4,Product Quality
12181,5,Product Quality
12182,4,Pricing
12183,2,User Experience
12184,3,Pricing
12185,2,User Experience
12186,3,Delivery
12187,3,Product Quality
12188,5,Customer Service
12189,5,Product Quality
12190,1,Customer Service
12191,5,Pricing
12192,1,Product Quality
12193,3,Delivery
12194,1,User Experience
12195,5,Pricing
12196,5,Product Quality
12197,2,Pricing
12198,2,Pricing
12199,5,User Experience
12200,1,Pricing
12201,4,Product Quality
12202,3,Pricing
12203,5,Pricing
12204,1,Delivery
12205,1,Delivery
12206,2,Delivery
12207,3,Customer Service
12208,4,Pricing
12209,5,Customer Service
12210,3,Product Quality
12211,3,Pricing
12212,4,User Experience
12213,4,Customer Service
12214,4,User Experience
12215,1,Pricing
12216,5,Delivery
12217,1,Product Quality
12218,4,Delivery
12219,5,Customer Service
12220,4,User Experience
12221,2,Product Quality
12222,1,Product Quality
12223,5,User Experience
12224,5,Pricing
12225,1,User Experience
12226,1,Delivery
12227,5,Pricing
12228,3,Customer Service
12229,3,Product Quality
12230,5,Customer Service
12231,1,Delivery
12232,1,Product Quality
12233,4,Product Quality
12234,2,Customer Service
12235,3,User Experience
12236,2,Delivery
12237,2,User Experience
12238,4,Customer Service
12239,4,User Experience
12240,3,Customer Service
12241,2,Delivery
12242,2,Delivery
12243,1,Product Quality
12244,3,Pricing
12245,1,Customer Service
12246,2,Product Quality
12247,4,Customer Service
12248,5,Delivery
12249,3,Pricing
12250,5,Delivery
12251,1,User Experience
12252,2,Delivery
12253,3,Customer Service
12254,2,Customer Service
12255,1,Customer Service
12256,1,Product Quality
12257,4,Pricing
12258,2,Pricing
12259,1,Delivery
12260,5,Product Quality
12261,4,Delivery
12262,5,Customer Service
12263,4,User Experience
12264,3,Customer Service
12265,1,Customer Service
12266,4,Delivery
12267,1,Delivery
12268,4,Product Quality
12269,3,Customer Service
12270,1,Customer Service
12271,2,User Experience
12272,4,Delivery
12273,2,Customer Service
12274,3,Delivery
12275,3,Pricing
12276,2,Delivery
12277,3,Product Quality
12278,1,User Experience
12279,3,User Experience
12280,4,User Experience
12281,2,Customer Service
12282,1,Pricing
12283,5,Customer Service
12284,5,User Experience
12285,1,Customer Service
12286,3,Pricing
12287,1,Product Quality
12288,4,Delivery
12289,3,Delivery
12290,1,Product Quality
12291,1,Customer Service
12292,3,Customer Service
12293,2,Delivery
12294,5,Customer Service
12295,2,Delivery
12296,2,User Experience
12297,5,Delivery
12298,3,Delivery
12299,1,User Experience
12300,1,Pricing
12301,5,Customer Service
12302,4,Pricing
12303,2,User Experience
12304,2,Customer Service
12305,5,Pricing
12306,3,Delivery
12307,2,Customer Service
12308,1,User Experience
12309,3,User Experience
12310,2,Product Quality
12311,5,Delivery
12312,3,Pricing
12313,3,Pricing
12314,2,Pricing
12315,2,Delivery
12316,5,User Experience
12317,5,Customer Service
12318,5,Delivery
12319,3,Pricing
12320,2,Pricing
12321,1,Product Quality
12322,3,Customer Service
12323,2,Pricing
12324,1,User Experience
12325,1,User Experience
12326,3,Customer Service
12327,1,Delivery
12328,5,Pricing
12329,5,Product Quality
12330,2,Customer Service
12331,2,Customer Service
12332,2,User Experience
12333,5,Delivery
12334,1,Product Quality
12335,2,User Experience
12336,5,Pricing
12337,1,User Experience
12338,5,Product Quality
12339,2,User Experience
12340,3,Customer Service
12341,2,Product Quality
12342,1,Delivery
12343,4,Delivery
12344,3,Product Quality
12345,2,User Experience
12346,2,Product Quality
12347,4,Delivery
12348,4,User Experience
12349,5,Customer Service
12350,4,Customer Service
12351,2,Product Quality
12352,1,Customer Service
12353,5,Customer Service
12354,3,Pricing
12355,2,Customer Service
12356,5,Customer Service
12357,4,User Experience
12358,3,Pricing
12359,1,Pricing
12360,2,Delivery
12361,4,Delivery
12362,1,Pricing
12363,2,User Experience
12364,3,Pricing
12365,4,User Experience
12366,2,Delivery
12367,2,Delivery
12368,5,Product Quality
12369,1,Delivery
12370,5,Pricing
12371,1,Customer Service
12372,1,User Experience
12373,2,Customer Service
12374,5,Pricing
12375,3,Pricing
12376,4,Delivery
12377,4,Customer Service
12378,2,Product Quality
12379,1,Customer Service
12380,1,User Experience
12381,3,Customer Service
12382,2,User Experience
12383,1,Pricing
12384,3,Product Quality
12385,2,Pricing
12386,1,Customer Service
12387,4,Pricing
12388,1,User Experience
12389,5,Delivery
12390,1,Pricing
12391,5,Delivery
12392,5,Product Quality
12393,2,User Experience
12394,2,Delivery
12395,1,Delivery
12396,4,Product Quality
12397,5,Product Quality
12398,4,Pricing
12399,4,User Experience
12400,5,Product Quality
12401,5,Pricing
12402,2,User Experience
12403,4,Customer Service
12404,5,Pricing
12405,1,Delivery
12406,3,Product Quality
12407,3,Customer Service
12408,1,Delivery
12409,1,User Experience
12410,5,User Experience
12411,2,Pricing
12412,3,Pricing
12413,5,Customer Service
12414,5,Delivery
12415,2,Product Quality
12416,1,Customer Service
12417,1,Pricing
12418,5,Pricing
12419,1,User Experience
12420,3,Customer Service
12421,2,Pricing
12422,5,Pricing
12423,1,Customer Service
12424,2,Product Quality
12425,3,Customer Service
12426,3,Pricing
12427,4,Product Quality
12428,2,Product Quality
12429,4,Product Quality
12430,5,Delivery
12431,2,User Experience
12432,1,User Experience
12433,2,Product Quality
12434,1,User Experience
12435,2,User Experience
12436,3,User Experience
12437,5,User Experience
12438,3,Product Quality
12439,4,Pricing
12440,5,Customer Service
12441,3,Delivery
12442,1,Delivery
12443,5,Pricing
12444,5,Pricing
12445,3,User Experience
12446,4,Delivery
12447,5,Delivery
12448,5,Customer Service
12449,3,User Experience
12450,3,Delivery
12451,4,User Experience
12452,1,Delivery
12453,4,Product Quality
12454,1,User Experience
12455,5,Product Quality
12456,5,Delivery
12457,2,Delivery
12458,5,Pricing
12459,3,Customer Service
12460,4,Product Quality
12461,5,Pricing
12462,5,Pricing
12463,1,User Experience
12464,3,Delivery
12465,2,Pricing
12466,2,Product Quality
12467,4,Product Quality
12468,3,Delivery
12469,2,Pricing
12470,3,Delivery
12471,4,Delivery
12472,2,Product Quality
12473,1,Delivery
12474,5,Customer Service
12475,4,Delivery
12476,4,Pricing
12477,4,Delivery
12478,4,Delivery
12479,1,Delivery
12480,3,Customer Service
12481,3,Customer Service
12482,2,User Experience
12483,1,Product Quality
12484,1,Delivery
12485,4,Pricing
12486,2,Pricing
12487,4,Customer Service
12488,3,Product Quality
12489,3,User Experience
12490,5,User Experience
12491,1,Pricing
12492,2,Delivery
12493,5,Product Quality
12494,4,Product Quality
12495,1,Customer Service
12496,3,Customer Service
12497,3,Customer Service
12498,2,Pricing
12499,1,Pricing
12500,5,Customer Service
12501,2,Pricing
12502,5,Customer Service
12503,2,Delivery
12504,5,Product Quality
12505,4,User Experience
12506,2,Pricing
12507,3,Delivery
12508,2,Customer Service
12509,5,User Experience
12510,3,Pricing
12511,1,Customer Service
12512,5,Product Quality
12513,2,Pricing
12514,1,Delivery
12515,2,Customer Service
12516,1,Delivery
12517,4,Delivery
12518,5,Customer Service
12519,4,Product Quality
12520,3,Customer Service
12521,5,User Experience
12522,1,Pricing
12523,4,Delivery
12524,5,User Experience
12525,3,Customer Service
12526,3,Delivery
12527,5,Product Quality
12528,1,Pricing
12529,1,Customer Service
12530,3,User Experience
12531,2,User Experience
12532,1,Customer Service
12533,2,User Experience
12534,3,Customer Service
12535,1,Product Quality
12536,3,Product Quality
12537,5,Delivery
12538,3,Pricing
12539,2,Pricing
12540,1,Pricing
12541,4,Product Quality
12542,5,Delivery
12543,1,Product Quality
12544,1,Product Quality
12545,3,Delivery
12546,3,User Experience
12547,4,Pricing
12548,2,Delivery
12549,4,Pricing
12550,1,Customer Service
12551,3,Product Quality
12552,4,User Experience
12553,3,User Experience
12554,1,Delivery
12555,5,User Experience
12556,5,Delivery
12557,1,Customer Service
12558,2,Delivery
12559,1,Pricing
12560,3,Pricing
12561,1,Delivery
12562,5,Delivery
12563,4,User Experience
12564,4,Delivery
12565,4,Product Quality
12566,2,Product Quality
12567,2,Customer Service
12568,5,Pricing
12569,1,Pricing
12570,3,User Experience
12571,2,Customer Service
12572,1,Product Quality
12573,5,Customer Service
12574,3,Product Quality
12575,4,User Experience
12576,2,User Experience
12577,1,Customer Service
12578,1,Customer Service
12579,1,Delivery
12580,3,User Experience
12581,5,Customer Service
12582,4,Pricing
12583,1,Delivery
12584,3,User Experience
12585,2,Pricing
12586,2,Pricing
12587,1,Customer Service
12588,3,User Experience
12589,5,Product Quality
12590,1,Pricing
12591,1,Product Quality
12592,5,Product Quality
12593,4,User Experience
12594,5,User Experience
12595,4,User Experience
12596,5,Customer Service
12597,1,User Experience
12598,5,Product Quality
12599,1,Product Quality
12600,3,Delivery
12601,4,Pricing
12602,4,Customer Service
12603,1,Product Quality
12604,5,Customer Service
12605,1,User Experience
12606,3,Pricing
12607,5,Customer Service
12608,2,Customer Service
12609,2,Delivery
12610,2,Customer Service
12611,5,Pricing
12612,4,User Experience
12613,2,Product Quality
12614,1,Product Quality
12615,4,Delivery
12616,1,Delivery
12617,1,Delivery
12618,2,Product Quality
12619,2,Delivery
12620,5,Customer Service
12621,3,Delivery
12622,3,Pricing
12623,5,Product Quality
12624,1,Pricing
12625,1,User Experience
12626,3,User Experience
12627,1,Pricing
12628,4,User Experience
12629,2,Delivery
12630,3,Customer Service
12631,3,Customer Service
12632,3,User Experience
12633,5,Customer Service
12634,5,Customer Service
12635,2,Product Quality
12636,3,User Experience
12637,1,Customer Service
12638,5,Product Quality
12639,5,User Experience
12640,2,Delivery
12641,5,Customer Service
12642,1,Customer Service
12643,3,Pricing
12644,4,User Experience
12645,4,Delivery
12646,3,User Experience
12647,3,Pricing
12648,3,User Experience
12649,1,Customer Service
12650,1,Customer Service
12651,3,Pricing
12652,5,Product Quality
12653,2,User Experience
12654,5,Product Quality
12655,2,Pricing
12656,5,Delivery
12657,1,Delivery
12658,5,User Experience
12659,1,Customer Service
12660,3,Pricing
12661,3,Delivery
12662,3,User Experience
12663,5,User Experience
12664,4,Delivery
12665,1,Delivery
12666,5,Delivery
12667,4,Delivery
12668,5,Delivery
12669,4,User Experience
12670,5,Delivery
12671,5,Delivery
12672,3,Product Quality
12673,1,Customer Service
12674,4,Product Quality
12675,5,Pricing
12676,3,User Experience
12677,4,Pricing
12678,2,Product Quality
12679,2,Delivery
12680,5,Delivery
12681,4,Delivery
12682,3,User Experience
12683,3,User Experience
12684,1,Product Quality
12685,5,User Experience
12686,3,Delivery
12687,2,Delivery
12688,1,Customer Service
12689,2,Delivery
12690,4,Customer Service
12691,2,Pricing
12692,4,User Experience
12693,4,Delivery
12694,4,User Experience
12695,4,Customer Service
12696,4,Product Quality
12697,4,Pricing
12698,1,Product Quality
12699,5,Pricing
12700,1,User Experience
12701,2,Customer Service
12702,5,Product Quality
12703,2,Delivery
12704,1,Pricing
12705,4,Product Quality
12706,1,Customer Service
12707,2,User Experience
12708,3,User Experience
12709,2,Product Quality
12710,4,User Experience
12711,5,Pricing
12712,5,Customer Service
12713,3,Delivery
12714,4,Product Quality
12715,2,Product Quality
12716,2,Product Quality
12717,5,Pricing
12718,3,Product Quality
12719,3,Customer Service
12720,4,Pricing
12721,1,Product Quality
12722,4,Pricing
12723,4,Customer Service
12724,5,Product Quality
12725,2,Pricing
12726,4,Customer Service
12727,4,Delivery
12728,5,Pricing
12729,5,Customer Service
12730,5,Customer Service
12731,1,Customer Service
12732,4,User Experience
12733,5,Delivery
12734,5,Customer Service
12735,4,Customer Service
12736,3,Customer Service
12737,4,Product Quality
12738,4,User Experience
12739,2,Customer Service
12740,3,Pricing
12741,1,User Experience
12742,3,Delivery
12743,5,Product Quality
12744,2,Pricing
12745,2,Delivery
12746,3,Delivery
12747,3,Pricing
12748,1,Pricing
12749,2,Delivery
12750,2,Delivery
12751,5,User Experience
12752,2,Delivery
12753,1,Pricing
12754,3,Pricing
12755,2,User Experience
12756,2,User Experience
12757,3,User Experience
12758,5,Delivery
12759,5,Product Quality
12760,1,Customer Service
12761,5,Delivery
12762,2,Product Quality
12763,2,Product Quality
12764,3,User Experience
12765,4,Pricing
12766,1,Product Quality
12767,3,Product Quality
12768,5,Customer Service
12769,1,Customer Service
12770,2,User Experience
12771,1,Customer Service
12772,1,Pricing
12773,2,Delivery
12774,3,User Experience
12775,3,Delivery
12776,1,User Experience
12777,1,Customer Service
12778,5,User Experience
12779,3,Delivery
12780,5,User Experience
12781,3,Product Quality
12782,5,User Experience
12783,2,Customer Service
12784,1,Pricing
12785,3,Delivery
12786,4,Customer Service
12787,1,User Experience
12788,2,Product Quality
12789,2,User Experience
12790,4,User Experience
12791,1,User Experience
12792,3,User Experience
12793,3,Customer Service
12794,2,Customer Service
12795,5,Customer Service
12796,2,Customer Service
12797,5,Pricing
12798,3,Product Quality
12799,2,Pricing
12800,4,Customer Service
12801,1,Product Quality
12802,2,Pricing
12803,2,Delivery
12804,2,Customer Service
12805,5,User Experience
12806,5,Pricing
12807,2,Customer Service
12808,2,Pricing
12809,4,Customer Service
12810,1,User Experience
12811,2,Pricing
12812,4,Delivery
12813,3,Delivery
12814,2,Customer Service
12815,3,Pricing
12816,2,User Experience
12817,1,Pricing
12818,3,Delivery
12819,5,Product Quality
12820,3,Product Quality
12821,5,Pricing
12822,3,Pricing
12823,4,Delivery
12824,5,Customer Service
12825,1,Pricing
12826,4,Customer Service
12827,4,Delivery
12828,2,Product Quality
12829,4,Customer Service
12830,2,User Experience
12831,5,Customer Service
12832,4,Pricing
12833,2,Pricing
12834,4,Pricing
12835,5,Pricing
12836,2,Product Quality
12837,2,User Experience
12838,4,Product Quality
12839,2,Product Quality
12840,5,Customer Service
12841,1,User Experience
12842,1,User Experience
12843,3,Pricing
12844,1,User Experience
12845,1,Delivery
12846,5,Pricing
12847,4,Delivery
12848,4,Customer Service
12849,1,Delivery
12850,1,User Experience
12851,3,Delivery
12852,4,Delivery
12853,5,User Experience
12854,3,Customer Service
12855,1,Product Quality
12856,2,User Experience
12857,1,Pricing
12858,4,User Experience
12859,3,Delivery
12860,5,Product Quality
12861,4,Delivery
12862,5,Customer Service
12863,2,Product Quality
12864,3,Customer Service
12865,2,Delivery
12866,1,Customer Service
12867,1,Pricing
12868,1,Pricing
12869,2,Product Quality
12870,2,Pricing
12871,4,Product Quality
12872,5,Delivery
12873,5,Product Quality
12874,1,Delivery
12875,2,Pricing
12876,4,Delivery
12877,5,Customer Service
12878,4,Delivery
12879,1,User Experience
12880,3,User Experience
12881,1,Customer Service
12882,5,Customer Service
12883,5,Pricing
12884,1,Delivery
12885,3,Product Quality
12886,3,Delivery
12887,5,Customer Service
12888,1,Pricing
12889,4,Delivery
12890,1,Delivery
12891,1,Pricing
12892,2,Customer Service
12893,4,User Experience
12894,4,Product Quality
12895,5,User Experience
12896,2,User Experience
12897,2,Product Quality
12898,4,Product Quality
12899,1,Delivery
12900,2,Pricing
12901,2,Pricing
12902,3,User Experience
12903,1,Delivery
12904,1,Delivery
12905,2,Customer Service
12906,1,Delivery
12907,2,Customer Service
12908,1,Customer Service
12909,3,User Experience
12910,1,Product Quality
12911,1,Customer Service
12912,1,User Experience
12913,2,Customer Service
12914,3,User Experience
12915,1,Product Quality
12916,4,Customer Service
12917,3,Product Quality
12918,2,Customer Service
12919,1,Product Quality
12920,4,Product Quality
12921,1,Pricing
12922,1,Customer Service
12923,4,User Experience
12924,5,User Experience
12925,1,Delivery
12926,4,Product Quality
12927,5,Product Quality
12928,5,Customer Service
12929,4,Customer Service
12930,3,Delivery
12931,5,Product Quality
12932,4,Product Quality
12933,5,Product Quality
12934,2,Delivery
12935,1,Delivery
12936,5,Pricing
12937,5,Pricing
12938,5,User Experience
12939,3,Customer Service
12940,2,Delivery
12941,1,Product Quality
12942,5,Customer Service
12943,3,User Experience
12944,1,Product Quality
12945,1,Pricing
12946,1,Pricing
12947,3,Product Quality
12948,4,Customer Service
12949,3,Customer Service
12950,1,Product Quality
12951,2,Customer Service
12952,4,Product Quality
12953,5,Delivery
12954,5,Pricing
12955,2,User Experience
12956,1,Pricing
12957,4,Product Quality
12958,3,Pricing
12959,5,Product Quality
12960,5,Delivery
12961,4,Customer Service
12962,1,Pricing
12963,4,Product Quality
12964,5,Delivery
12965,3,User Experience
12966,3,Product Quality
12967,1,Product Quality
12968,1,Customer Service
12969,4,Delivery
12970,1,Customer Service
12971,2,Product Quality
12972,4,User Experience
12973,5,Product Quality
12974,3,Pricing
12975,2,Product Quality
12976,4,Delivery
12977,1,Delivery
12978,3,Product Quality
12979,4,Product Quality
12980,5,Pricing
12981,4,Pricing
12982,4,Delivery
12983,4,Customer Service
12984,1,Product Quality
12985,2,User Experience
12986,3,Pricing
12987,3,Customer Service
12988,4,Pricing
12989,1,Customer Service
12990,5,Delivery
12991,4,User Experience
12992,4,User Experience
12993,2,Pricing
12994,4,User Experience
12995,4,Product Quality
12996,4,Product Quality
12997,5,Delivery
12998,2,Delivery
12999,5,Delivery
13000,1,Delivery
13001,2,Product Quality
13002,4,Product Quality
13003,1,Customer Service
13004,1,Pricing
13005,2,User Experience
13006,1,User Experience
13007,5,User Experience
13008,3,Pricing
13009,1,Customer Service
13010,3,Customer Service
13011,2,Delivery
13012,5,Product Quality
13013,1,Pricing
13014,1,Pricing
13015,1,User Experience
13016,5,User Experience
13017,2,Customer Service
13018,1,Delivery
13019,5,Delivery
13020,2,Customer Service
13021,3,Product Quality
13022,3,User Experience
13023,5,User Experience
13024,1,Customer Service
13025,1,Delivery
13026,5,User Experience
13027,5,Customer Service
13028,5,Delivery
13029,5,Product Quality
13030,3,Customer Service
13031,5,Customer Service
13032,5,Delivery
13033,4,User Experience
13034,2,Customer Service
13035,5,Pricing
13036,4,Pricing
13037,4,User Experience
13038,2,Product Quality
13039,1,Pricing
13040,3,Product Quality
13041,5,Product Quality
13042,4,Customer Service
13043,2,User Experience
13044,5,Customer Service
13045,3,Pricing
13046,2,Delivery
13047,5,User Experience
13048,2,Customer Service
13049,1,User Experience
13050,5,Pricing
13051,3,Pricing
13052,5,Delivery
13053,2,Delivery
13054,3,User Experience
13055,2,Pricing
13056,5,Pricing
